color	director_name	duration	actor_1_name	movie_title	title_year
Color	Shinji Aramaki	115	Shun Oguri	Harlock: Space Pirate 	2013
Color	Wes Anderson	110	Bill Murray	The Royal Tenenbaums 	2001
Color	James Mangold	91	Clea DuVall	Identity 	2003
Color	Jon Turteltaub	105	Robert De Niro	Last Vegas 	2013
Color	John Glen	127	Julian Glover	For Your Eyes Only 	1981
Color	Peter Chelsom	82	Lilli Lavine	Serendipity 	2001
Color	Peter Hyams	99	Mia Sara	Timecop 	1994
Color	Ben Stiller	90	Milla Jovovich	Zoolander 	2001
Color	Lasse Hallström	115	David Lyons	Safe Haven 	2013
Color	Kenny Ortega	96	Vinessa Shaw	Hocus Pocus 	1993
Color	Scott Hicks	104	Zoë Kravitz	No Reservations 	2007
Color	Matthew Vaughn	117	Elizabeth McGovern	Kick-Ass 	2010
Color	Ruben Fleischer	83	Bianca Kajlich	30 Minutes or Less 	2011
Color	Patrick Lussier	99	Gerard Butler	Dracula 2000 	2000
Color	Miguel Arteta	81	Bella Thorne	"Alexander and the Terrible, Horrible, No Good, Very Bad Day "	2014
Color	Joe Wright	135	Talulah Riley	Pride & Prejudice 	2005
Color	Ridley Scott	117	Harrison Ford	Blade Runner 	1982
Color	Michael Caton-Jones	139	Liam Neeson	Rob Roy 	1995
Color	McG	123	Connie Nielsen	3 Days to Kill 	2014
Color	James Gray	117	Robert Duvall	We Own the Night 	2007
Color	Janusz Kaminski	97	Philip Baker Hall	Lost Souls 	2000
Color	Jacques Perrin	81	Jacques Perrin	Winged Migration 	2001
Color	Donald Petrie	103	Samaire Armstrong	Just My Luck 	2006
Color	Jay Roach	119	Scott Grimes	"Mystery, Alaska "	1999
Color	Brian Levant	94	Madeline Carroll	The Spy Next Door 	2010
Color	Michael Ritchie	89	Mara Wilson	A Simple Wish 	1997
Color	John Carpenter	98	Jason Statham	Ghosts of Mars 	2001
Color	David Gordon Green	107	Dominic Flores	Our Brand Is Crisis 	2015
Color	Burr Steers	108	Matt Smith	Pride and Prejudice and Zombies 	2016
Color	Martin Scorsese	134	Tenzin Thuthob Tsarong	Kundun 	1997
Color	Robert B. Weide	110	James Corden	How to Lose Friends & Alienate People 	2008
Color	Jeff Wadlow	103	Chloë Grace Moretz	Kick-Ass 2 	2013
Color	Agustín Díaz Yanes	145	Viggo Mortensen	Captain Alatriste: The Spanish Musketeer 	2006
Color	Camille Delamarre	100	Paul Walker	Brick Mansions 	2014
Color	John Glen	131	Louis Jourdan	Octopussy 	1983
Color	Judd Apatow	133	Harold Ramis	Knocked Up 	2007
Color	Nick Cassavetes	109	Jason Patric	My Sister's Keeper 	2009
Color	Malcolm D. Lee	114	Mo'Nique	"Welcome Home, Roscoe Jenkins "	2008
Color	David Lean	164	Richard Wilson	A Passage to India 	1984
Color	Richard Eyre	92	Phil Davis	Notes on a Scandal 	2006
Color	Gavin Hood	122	J.K. Simmons	Rendition 	2007
Color		42	Colin Salmon	Limitless             	
Color	Nicholas Meyer	110	Leonard Nimoy	Star Trek VI: The Undiscovered Country 	1991
Color	Callie Khouri	116	Ellen Burstyn	Divine Secrets of the Ya-Ya Sisterhood 	2002
Color	Jon Favreau	106	Scarlett Johansson	The Jungle Book 	2016
Color	Gary Fleder	115	Morgan Freeman	Kiss the Girls 	1997
Color	John Landis	148	John Belushi	The Blues Brothers 	1980
Color	Sanaa Hamri	119	America Ferrera	The Sisterhood of the Traveling Pants 2 	2008
Color	Todd Graff	118	Dolly Parton	Joyful Noise 	2012
Color	Chris Weitz	101	Sharon Small	About a Boy 	2002
Color	Steve Miner	82	Oliver Platt	Lake Placid 	1999
Color	Paul McGuigan	110	Bruce Willis	Lucky Number Slevin 	2006
Color	Philip Kaufman	193	Dennis Quaid	The Right Stuff 	1983
Color	Roland Emmerich	130	Vanessa Redgrave	Anonymous 	2011
Color	Wolfgang Petersen	94	Gerald McRaney	The NeverEnding Story 	1984
Color	Alex Proyas	111	Rufus Sewell	Dark City 	1998
Color	Saul Dibb	110	Dominic Cooper	The Duchess 	2008
 Black and White		30	Jackie Gleason	The Honeymooners             	
Color	Walter Murch	109	Piper Laurie	Return to Oz 	1985
Color	Richard Linklater	123	Matthew McConaughey	The Newton Boys 	1998
Color	Christian Alvart	109	Bradley Cooper	Case 39 	2009
Color	E. Elias Merhige	99	Harry Lennix	Suspect Zero 	2004
Color	Menno Meyjes	106	Oliver Platt	Martian Child 	2007
Color	Robert Rodriguez	89	Alexa PenaVega	Spy Kids: All the Time in the World in 4D 	2011
Color	Jodie Foster	98	Julia Roberts	Money Monster 	2016
Color	Ronny Yu	93	Meat Loaf	Formula 51 	2001
Color	Joel Schumacher	112	Robert De Niro	Flawless 	1999
Color	Renny Harlin	101	LL Cool J	Mindhunters 	2004
Color	Barry Levinson	104	Robert De Niro	What Just Happened 	2008
 Black and White	Norman Jewison	120	Charlotte Rampling	The Statement 	2003
Color	Kenneth Branagh	135	Kim-Marie Woodhouse	The Magic Flute 	2006
Color	Steve Carr	91	Erick Avari	Paul Blart: Mall Cop 	2009
Color	Mark Waters	97	Jamie Lee Curtis	Freaky Friday 	2003
Color	Judd Apatow	133	Steve Carell	The 40-Year-Old Virgin 	2005
Color	John Madden	123	Tom Wilkinson	Shakespeare in Love 	1998
Color	Scott Frank	114	Liam Neeson	A Walk Among the Tombstones 	2014
Color	Ivan Reitman	111	Richard Tyson	Kindergarten Cop 	1990
Color	David Gordon Green	117	James Franco	Pineapple Express 	2008
Color	Andy Tennant	121	Anjelica Huston	Ever After: A Cinderella Story 	1998
Color	Kevin Costner	139	Robert Duvall	Open Range 	2003
Color	Joel Schumacher	115	Julia Roberts	Flatliners 	1990
Color		22	Rob McElhenney	It's Always Sunny in Philadelphia             	
 Black and White	Richard Attenborough	175	Ryan O'Neal	A Bridge Too Far 	1977
Color	Wes Craven	85	Robert Pine	Red Eye 	2005
Color	David R. Ellis	90	Sarah Carter	Final Destination 2 	2003
Color	Joel Coen	107	Holly Hunter	"O Brother, Where Art Thou? "	2000
Color	Scott Stewart	100	Dennis Quaid	Legion 	2010
Color	Michael Bay	129	Dwayne Johnson	Pain & Gain 	2013
Color	Paul Weitz	109	Scarlett Johansson	In Good Company 	2004
Color	Jonathan Frakes	94	Michael Biehn	Clockstoppers 	2002
Color	Lawrence Kasdan	133	Scott Glenn	Silverado 	1985
Color	Jim Sheridan	105	Natalie Portman	Brothers 	2009
Color	Kevin Allen	100	Daniel Roebuck	Agent Cody Banks 2: Destination London 	2004
Color	Garry Marshall	113	Robert De Niro	New Year's Eve 	2011
Color	Michael Cristofer	118	Angelina Jolie Pitt	Original Sin 	2001
Color	James McTeigue	110	Pam Ferris	The Raven 	2012
Color	Donald Petrie	110	Rip Torn	Welcome to Mooseport 	2004
Color	Andrew Morahan	99	Christopher Lambert	Highlander: The Final Dimension 	1994
Color	Bob Rafelson	101	Harold Perrineau	Blood and Wine 	1996
Color	Michael Cohn	100	David Conrad	Snow White: A Tale of Terror 	1997
Color	Woody Allen	103	Woody Allen	The Curse of the Jade Scorpion 	2001
Color	David O. Russell	100	Jake Gyllenhaal	Accidental Love 	2015
Color	Alan Shapiro	95	Paul Hogan	Flipper 	1996
Color	Tarsem Singh	117	Ryan Reynolds	Self/less 	2015
Color	Fernando Meirelles	129	Archie Panjabi	The Constant Gardener 	2005
Color	Mel Gibson	120	Christo Jivkov	The Passion of the Christ 	2004
Color	Chris Columbus	125	Robin Williams	Mrs. Doubtfire 	1993
Color	Barry Levinson	133	Tom Cruise	Rain Man 	1988
Color	Clint Eastwood	116	Clint Eastwood	Gran Torino 	2008
Color	Oliver Stone	129	Toby Jones	W. 	2008
Color	Pierre Morel	93	Liam Neeson	Taken 	2008
Color	Michael Hoffman	118	Luke Bracey	The Best of Me 	2014
Color	Mick Jackson	129	Bill Cobbs	The Bodyguard 	1992
 Black and White	Steven Spielberg	185	Liam Neeson	Schindler's List 	1993
Color	Tate Taylor	146	Emma Stone	The Help 	2011
Color	Bill Condon	128	Benedict Cumberbatch	The Fifth Estate 	2013
Color	Raja Gosnell	93	Sarah Michelle Gellar	Scooby-Doo 2: Monsters Unleashed 	2004
Color	Oleg Stepchenko	107	Jason Flemyng	Viy 	2014
Color	Ronny Yu	97	Katharine Isabelle	Freddy vs. Jason 	2003
Color	Michael Winterbottom	101	Cara Delevingne	The Face of an Angel 	2014
Color	John A. Davis	82	Martin Short	Jimmy Neutron: Boy Genius 	2001
Color	Matt Reeves	85	Mike Vogel	Cloverfield 	2008
Color	Michael Pressman	88	Kevin Nash	Teenage Mutant Ninja Turtles II: The Secret of the Ooze 	1991
Color	Brian De Palma	119	Robert De Niro	The Untouchables 	1987
Color	Ethan Coen	122	Kelly Macdonald	No Country for Old Men 	2007
Color	Tim Story	99	Bruce McGill	Ride Along 	2014
Color	Sharon Maguire	97	Colin Firth	Bridget Jones's Diary 	2001
Color	Lasse Hallström	121	Lena Olin	Chocolat 	2000
Color	Charles Herman-Wurmfeld	95	Mary Lynn Rajskub	"Legally Blonde 2: Red, White & Blonde "	2003
Color	Andy Fickman	105	Bailee Madison	Parental Guidance 	2012
Color	Ivan Reitman	108	Natalie Portman	No Strings Attached 	2011
Color	George P. Cosmatos	134	Michael Biehn	Tombstone 	1993
Color	Andrzej Bartkowiak	115	Jet Li	Romeo Must Die 	2000
Color	Richard Donner	107	Lee Remick	The Omen 	1976
Color	James Wong	86	Chelan Simmons	Final Destination 3 	2006
Color	Scott Hicks	101	Blythe Danner	The Lucky One 	2012
Color	Gabor Csupo	96	Josh Hutcherson	Bridge to Terabithia 	2007
Color	Marc Forster	101	Johnny Depp	Finding Neverland 	2004
Color	Tyler Perry	100	Alicia Witt	A Madea Christmas 	2013
Color	Joe Carnahan	117	Liam Neeson	The Grey 	2011
Color	John Polson	101	Robert De Niro	Hide and Seek 	2005
Color	Adam McKay	98	Darcy Donavan	Anchorman: The Legend of Ron Burgundy 	2004
Color	Martin Scorsese	146	Robert De Niro	Goodfellas 	1990
Color	Harald Zwart	102	Daniel Roebuck	Agent Cody Banks 	2003
Color	Kirk Jones	97	Colin Firth	Nanny McPhee 	2005
Color	Brian De Palma	142	Al Pacino	Scarface 	1983
Color	Steve Oedekerk	98	Kelly Preston	Nothing to Lose 	1997
Color	Bernardo Bertolucci	219	Cary-Hiroyuki Tagawa	The Last Emperor 	1987
Color	Baltasar Kormákur	109	J.K. Simmons	Contraband 	2012
Color	Brett Ratner	97	Heather Locklear	Money Talks 	1997
Color	Paul Thomas Anderson	158	Jim Meskimen	There Will Be Blood 	2007
Color	Cathy Malkasian	85	Alfre Woodard	The Wild Thornberrys Movie 	2002
Color	John Eng	80	Elizabeth Daily	Rugrats Go Wild 	2003
Color	Malcolm D. Lee	86	Dave Chappelle	Undercover Brother 	2002
Color	Ken Kwapis	119	Mike Vogel	The Sisterhood of the Traveling Pants 	2005
Color	Chris Nahon	98	Jet Li	Kiss of the Dragon 	2001
Color	Fred Wolf	97	Emma Stone	The House Bunny 	2008
Color	Bille Woodruff	105	Alfre Woodard	Beauty Shop 	2005
Color	Craig Gillespie	124	Jon Hamm	Million Dollar Arm 	2014
 Black and White	Phillip Noyce	97	Jeff Bridges	The Giver 	2014
Color	Dennie Gordon	105	Colin Firth	What a Girl Wants 	2003
Color	Victor Salva	104	Nicki Aycox	Jeepers Creepers II 	2003
Color	Mark Helfrich	101	Dane Cook	Good Luck Chuck 	2007
Color	Andrzej Bartkowiak	101	Jet Li	Cradle 2 the Grave 	2003
Color	Stephen Daldry	114	Meryl Streep	The Hours 	2002
Color	Andy Fickman	105	Channing Tatum	She's the Man 	2006
Color	Steve Bendelack	90	Lily Atkinson	Mr. Bean's Holiday 	2007
Color	Dwight H. Little	97	Nicholas Gonzalez	Anacondas: The Hunt for the Blood Orchid 	2004
Color	Guillaume Canet	144	Mila Kunis	Blood Ties 	2013
Color	Kirsten Sheridan	114	Robin Williams	August Rush 	2007
Color	Shekhar Kapur	124	Fanny Ardant	Elizabeth 	1998
Color	Ronny Yu	89	Alexis Arquette	Bride of Chucky 	1998
Color	Richard Fleischer	160	Joseph Cotten	Tora! Tora! Tora! 	1970
Color	Bob Spiers	93	Jason Flemyng	Spice World 	1997
Color	David Gordon Green	87	Ari Graynor	The Sitter 	2011
Color	Damien Dante Wayans	88	Damon Wayans Jr.	Dance Flick 	2009
Color	Frank Darabont	142	Morgan Freeman	The Shawshank Redemption 	1994
Color	Simon Wincer	92	Jere Burns	Crocodile Dundee in Los Angeles 	2001
Color	Bobby Farrelly	117	Bill Murray	Kingpin 	1996
Color	Rupert Wyatt	111	George Kennedy	The Gambler 	2014
Color	John Wells	121	Benedict Cumberbatch	August: Osage County 	2013
Color	Tim Fywell	98	Connie Ray	Ice Princess 	2005
Color	Nigel Cole	107	Aimee Garcia	A Lot Like Love 	2005
Color	Dexter Fletcher	106	Hugh Jackman	Eddie the Eagle 	2016
Color	Spike Lee	136	Denzel Washington	He Got Game 	1998
Color	Jeremy Leven	97	Johnny Depp	Don Juan DeMarco 	1994
Color		7	Justin Fletcher	Shaun the Sheep             	
	Lasse Hallström	108	Channing Tatum	Dear John 	2010
Color	Sylvain White	97	Chris Evans	The Losers 	2010
Color	Troy Nixey	99	Bailee Madison	Don't Be Afraid of the Dark 	2010
Color	Philip G. Atwell	103	Jason Statham	War 	2007
Color	Paul Thomas Anderson	95	Adam Sandler	Punch-Drunk Love 	2002
Color	Jeff Schaffer	93	Matt Damon	EuroTrip 	2004
Color	Don Michael Paul	98	Claudia Christian	Half Past Dead 	2002
Color	Paul Feig	90	Tyler James Williams	Unaccompanied Minors 	2006
Color	James Bridges	107	Dianne Wiest	"Bright Lights, Big City "	1988
Color	Steve Barron	90	Martin Landau	The Adventures of Pinocchio 	1996
Color	Bill Paxton	120	Stephen Dillane	The Greatest Game Ever Played 	2005
Color	Richard Kelly	115	Frank Langella	The Box 	2009
Color	Carter Smith	93	Laura Ramsey	The Ruins 	2008
Color	John Schlesinger	99	Mark Valley	The Next Best Thing 	2000
Color	Wes Craven	107	Frank Grillo	My Soul to Take 	2010
Color	Luke Greenfield	110	Chris Marquette	The Girl Next Door 	2004
Color	Ringo Lam	101	Natasha Henstridge	Maximum Risk 	1996
Color	Bruce McCulloch	85	Martin Starr	Stealing Harvard 	2002
Color	Brian Helgeland	132	Tom Hardy	Legend 	2015
Color	Akiva Schaffer	88	Sissy Spacek	Hot Rod 	2007
Color	David R. Ellis	90	Chris Zylka	Shark Night 3D 	2011
Color	Alan Parker	145	Emily Watson	Angela's Ashes 	1999
Color	Ivan Reitman	110	Jennifer Garner	Draft Day 	2014
Color	Tobe Hooper	101	Frank Finlay	Lifeforce 	1985
Color		30	Elizabeth Daily	The Powerpuff Girls             	
Color	Robert Redford	122	Robin Wright	The Conspirator 	2010
Color	Catherine Hardwicke	107	Heath Ledger	Lords of Dogtown 	2005
Color	Patricia Riggen	127	Marco Treviño	The 33 	2015
Color	John Carpenter	99	Victor Wong	Big Trouble in Little China 	1986
Color	Pascal Chaumeil	104	Dany Boon	A Perfect Plan 	2012
Color	Gavin O'Connor	140	Tom Hardy	Warrior 	2011
 Black and White	Neil Jordan	133	Alan Rickman	Michael Collins 	1996
Color	Ron Maxwell	271	Tom Berenger	Gettysburg 	1993
Color	Kimberly Peirce	112	Joseph Gordon-Levitt	Stop-Loss 	2008
Color	Stephen Gaghan	99	Charlie Hunnam	Abandon 	2002
Color	Jonathan Kaplan	100	John Doe	Brokedown Palace 	1999
Color	Ole Bornedal	92	Kyra Sedgwick	The Possession 	2012
Color	Richard Benjamin	105	Brendan Fraser	Mrs. Winterbourne 	1996
Color	Rod Lurie	110	Alexander Skarsgård	Straw Dogs 	2011
Color	Lasse Hallström	116	Hope Davis	The Hoax 	2006
Color	Craig R. Baxley	88	Brian Bosworth	Stone Cold 	1991
Color	John Hillcoat	111	Viggo Mortensen	The Road 	2009
Color	John Guillermin	117	Tanya Roberts	Sheena 	1984
Color	Marcos Siega	95	Cheech Marin	Underclassman 	2005
Color	J.B. Rogers	95	Eddie Cibrian	Say It Isn't So 	2001
Color	Roger Donaldson	127	Anthony Hopkins	The World's Fastest Indian 	2005
Color	David R. Ellis	105	Lin Shaye	Snakes on a Plane 	2006
Color	Rachel Talalay	104	Naomi Watts	Tank Girl 	1995
Color	Jeffrey W. Byrd	95	Donald Faison	King's Ransom 	2005
Color	Fernando Meirelles	121	Don McKellar	Blindness 	2008
Color	Uwe Boll	92	Meat Loaf	BloodRayne 	2005
Color	Roman Polanski	80	Kate Winslet	Carnage 	2011
Color	Atom Egoyan	107	Colin Firth	Where the Truth Lies 	2005
Color	Andrew Adamson	91	Dallas Barnett	Cirque du Soleil: Worlds Away 	2012
Color	Robert Towne	117	Billy Burke	Without Limits 	1998
Color	Richard Linklater	107	Zoe Kazan	Me and Orson Welles 	2008
Color	Giuseppe Tornatore	131	Jim Sturgess	The Best Offer 	2013
Color	Werner Herzog	122	Nicolas Cage	Bad Lieutenant: Port of Call New Orleans 	2009
Color	Ben Stassen	88	Ed Begley Jr.	A Turtle's Tale: Sammy's Adventures 	2010
Color	Guillaume Canet	134	François Cluzet	Little White Lies 	2010
Color	Taylor Hackford	117	Scout Taylor-Compton	Love Ranch 	2010
Color	Jérôme Deschamps	80	Yolande Moreau	The True Story of Puss'N Boots 	2009
Color	Inna Evlannikova	85	Sergey Garmash	Space Dogs 	2010
Color	Ridley Scott	138	Michael Fassbender	The Counselor 	2013
Color	Jonathan English	121	Jason Flemyng	Ironclad 	2011
Color	Sergey Bondarchuk	134	Rod Steiger	Waterloo 	1970
Color	Teddy Chan	100	Siu-Wong Fan	Kung Fu Killer 	2014
	Mario Van Peebles	100	Martin Kove	Red Sky 	2014
Color	Stephen Frears	119	Keanu Reeves	Dangerous Liaisons 	1988
Color	Walter Salles	137	Kristen Stewart	On the Road 	2012
Color	Leonard Nimoy	119	Leonard Nimoy	Star Trek IV: The Voyage Home 	1986
Color	Sylvester Stallone	139	Sylvester Stallone	Rocky Balboa 	2006
Color	Ericson Core	114	Ray Winstone	Point Break 	2015
Color	Wes Craven	120	Omar Epps	Scream 2 	1997
Color	Gavin O'Connor	98	Natalie Portman	Jane Got a Gun 	2016
Color	Tim Story	106	Romany Malco	Think Like a Man Too 	2014
Color	Jonathan Lynn	98	Bruce Willis	The Whole Nine Yards 	2000
Color	Herbert Ross	107	Dianne Wiest	Footloose 	1984
Color	Todd Phillips	88	Will Ferrell	Old School 	2003
Color	Terry Gilliam	137	Jeff Bridges	The Fisher King 	1991
Color	Danny Cannon	100	Muse Watson	I Still Know What You Did Last Summer 	1998
Color	Bonnie Hunt	115	Minnie Driver	Return to Me 	2000
Color	Kevin Smith	101	Gerry Bednob	Zack and Miri Make a Porno 	2008
Color	Neil LaBute	110	Morgan Freeman	Nurse Betty 	2000
Color	Grant Heslov	94	Kevin Spacey	The Men Who Stare at Goats 	2009
Color	George Gallo	88	Daniel Roebuck	Double Take 	2001
Color	James Mangold	127	Angelina Jolie Pitt	"Girl, Interrupted "	1999
Color	Robert Luketic	95	Topher Grace	Win a Date with Tad Hamilton! 	2004
Color	Tim Hill	87	Josh Charles	Muppets from Space 	1999
Color	Sidney Lumet	118	Lena Horne	The Wiz 	1978
Color	Brian Robbins	107	Oliver Platt	Ready to Rumble 	2000
Color	Ron Shelton	124	Willie Garson	Play It to the Bone 	1999
Color	Douglas McGrath	89	Olivia Munn	I Don't Know How She Does It 	2011
Color	Alexandre Aja	88	Adam Scott	Piranha 3D 	2010
 Black and White	Kevin Spacey	118	Kevin Spacey	Beyond the Sea 	2004
Color	Steve Boyum	93	Paul Walker	Meet the Deedles 	1998
Color	Richard Williams	80	Donald Pleasence	The Princess and the Cobbler 	1993
Color	Mary McGuckian	120	Robert De Niro	The Bridge of San Luis Rey 	2004
Color	George Tillman Jr.	98	Dwayne Johnson	Faster 	2010
Color	Hayao Miyazaki	119	Christian Bale	Howl's Moving Castle 	2004
Color	Ruben Fleischer	88	Emma Stone	Zombieland 	2009
Color	Peter Jackson	201	Naomi Watts	King Kong 	2005
 Black and White	Frank Coraci	90	Adam Sandler	The Waterboy 	1998
Color	Irvin Kershner	127	Harrison Ford	Star Wars: Episode V - The Empire Strikes Back 	1980
Color	Michael Bay	119	Will Smith	Bad Boys 	1995
Color	David Zucker	85	George Kennedy	The Naked Gun 2½: The Smell of Fear 	1991
Color	James Wong	98	Daniel Roebuck	Final Destination 	2000
Color	George Clooney	101	Ryan Gosling	The Ides of March 	2011
Color	David Twohy	112	Vin Diesel	Pitch Black 	2000
Color	Tony Goldwyn	97	Hugh Jackman	Someone Like You... 	2001
Color	Spike Jonze	126	Scarlett Johansson	Her 	2013
Color	Dexter Fletcher	106	Hugh Jackman	Eddie the Eagle 	2016
Color	John Dahl	97	Paul Walker	Joy Ride 	2001
Color	Jonathan Newman	100	Ioan Gruffudd	The Adventurer: The Curse of the Midas Box 	2013
Color	Wayne Wang	114	Natalie Portman	Anywhere But Here 	1999
Color	Andy Cadiff	101	Annabella Sciorra	Chasing Liberty 	2004
Color	Michael Dinner	88	Seymour Cassel	The Crew 	2000
Color	Steven Soderbergh	93	Channing Tatum	Haywire 	2011
Color	Joseph Sargent	92	Judith Barsi	Jaws: The Revenge 	1987
Color	Jerry Zaks	98	Leonardo DiCaprio	Marvin's Room 	1996
Color	Fred Durst	94	Tasha Smith	The Longshots 	2008
Color	Neil Jordan	102	Stephen Rea	The End of the Affair 	1999
Color	Simon Wincer	98	Vanessa Williams	Harley Davidson and the Marlboro Man 	1991
Color	Paul Haggis	121	James Franco	In the Valley of Elah 	2007
Color	Anne Fontaine	111	Alessandro Nivola	Coco Before Chanel 	2009
Color	Jon Cassar	90	Demi Moore	Forsaken 	2015
Color	Stephen Frears	100	Tom Burke	Chéri 	2009
Color		50	Cole Hauser	Rogue             	
Color	Mira Nair	141	Romola Garai	Vanity Fair 	2004
Color	Teddy Chan	139	Bingbing Fan	Bodyguards and Assassins 	2009
Color	Mikael Håfström	114	Drew Powell	1408 	2007
Color	Mel Brooks	96	Joan Rivers	Spaceballs 	1987
Color	Russell Crowe	111	Cem Yilmaz	The Water Diviner 	2014
Color	Jerry Zucker	127	Demi Moore	Ghost 	1990
Color	Bobby Farrelly	107	Sarah Silverman	There's Something About Mary 	1998
Color	John Pasquin	97	Judge Reinhold	The Santa Clause 	1994
Color	John Lee Hancock	127	Dennis Quaid	The Rookie 	2002
Color	Andy Fickman	110	Dwayne Johnson	The Game Plan 	2007
Color	Clint Eastwood	135	Clint Eastwood	The Bridges of Madison County 	1995
Color	Luke Greenfield	84	Louis Lombardi	The Animal 	2001
